iteration,job_id,Qubit,shots,ideal_counts,simulated_counts,no_dd_counts,dd_counts,hellinger_fidelity(ideal),hellinger_fidelity(simulated)
0,d44ujo0oftds73c7rq1g,7,4096,"{'0000000': 2048, '1111111': 2048}","{'1111111': 2012, '0000000': 2084}","{'0000000': 1797, '1111000': 41, '1111111': 1564, '1011111': 18, '0000001': 34, '1111011': 48, '1111110': 80, '1110111': 39, '0000011': 59, '0001000': 43, '1100000': 26, '0000010': 66, '1111100': 17, '1101111': 21, '1111010': 6, '0011111': 21, '1000000': 16, '0111111': 20, '0001110': 2, '1111101': 25, '0000111': 43, '1101000': 3, '0001111': 31, '0000110': 3, '1111001': 1, '1100111': 1, '0100011': 1, '1100011': 1, '0011000': 2, '0010000': 3, '0011110': 2, '0100111': 1, '1011101': 1, '0100000': 9, '1110100': 1, '1110000': 15, '0001011': 7, '0000100': 2, '1110110': 3, '0001101': 4, '0000101': 3, '1100010': 2, '0001100': 1, '1101011': 1, '1101110': 1, '0111100': 1, '1001110': 1, '1101010': 1, '0011101': 1, '0001001': 1, '1011011': 1, '0101111': 1, '0110111': 1, '1110101': 1, '0101100': 1, '1011000': 1}","{'0000000': 1730, '1111111': 1515, '0010000': 4, '1100000': 16, '0001111': 46, '0111000': 1, '1111110': 59, '0000111': 31, '1111001': 1, '0100000': 8, '0001100': 3, '0000100': 22, '1110111': 51, '0111111': 19, '1110000': 31, '1111000': 56, '1011111': 24, '0000110': 3, '0011111': 14, '1100010': 2, '0000001': 55, '0000011': 58, '1100111': 5, '1101111': 22, '1111100': 19, '0001000': 65, '1111011': 42, '0001010': 2, '0000010': 77, '1101110': 3, '1111010': 3, '1111101': 33, '0001110': 6, '1110010': 3, '1110011': 6, '1000000': 15, '1110100': 4, '0001001': 3, '0111100': 2, '1110110': 6, '1100011': 2, '1100001': 1, '1110101': 3, '1001111': 2, '0000101': 2, '0101111': 2, '0011100': 2, '0011011': 1, '1011011': 2, '1000010': 2, '1101000': 3, '0011000': 1, '0001011': 1, '0011110': 3, '1101100': 1, '0111101': 1, '1110001': 1, '1101101': 1}","[0.9999227464122543, 0.8195695747736642, 0.7913659265154455]","[0.8200063000983601, 0.7917661978506112]"
0,d44ujogccj0s7387nq40,8,4096,"{'00000000': 2048, '11111111': 2048}","{'00000000': 2014, '11111111': 2082}","{'00000000': 1775, '00000011': 52, '11111111': 1394, '00000111': 36, '00000100': 46, '00000110': 2, '11000000': 24, '11110111': 38, '00000001': 65, '11011111': 29, '11100000': 27, '11111011': 71, '11101111': 49, '11111000': 16, '00001111': 43, '00010111': 5, '11111101': 17, '11111110': 47, '00000101': 2, '00011111': 24, '11110000': 81, '00010000': 31, '11111100': 46, '11101000': 4, '00010011': 1, '11010000': 6, '10000000': 15, '01111111': 11, '00100000': 4, '10110000': 1, '11000011': 1, '01000111': 1, '11100110': 1, '10111111': 23, '11111010': 4, '00111011': 2, '00001011': 1, '10000100': 1, '00011000': 1, '00001000': 8, '00001100': 1, '00111100': 2, '11111001': 3, '11110011': 3, '01000000': 7, '00111111': 15, '11100001': 3, '11010111': 1, '11101100': 4, '00000010': 5, '01000011': 1, '10000111': 1, '00011011': 2, '11101110': 2, '10111000': 1, '11001111': 3, '11110110': 3, '11010101': 1, '11100111': 2, '10111011': 1, '11110001': 2, '00011100': 1, '11101101': 1, '11110101': 1, '00101001': 1, '00010001': 1, '11110100': 2, '10011111': 1, '01111100': 1, '11011110': 1, '00110111': 1, '10111100': 2, '00110000': 2, '01001111': 1, '00010100': 2, '11011100': 2, '00111101': 1, '11100011': 1, '00001110': 1, '11100100': 1, '10101111': 1, '00101111': 1, '01011111': 1, '00111000': 1}","{'01000000': 8, '11111111': 1277, '00000000': 1676, '11111011': 105, '11100100': 3, '11110000': 78, '00000100': 65, '11011111': 28, '00010111': 5, '11100000': 31, '00001000': 13, '00000011': 58, '00000001': 101, '00111011': 4, '00000111': 41, '11000000': 25, '11111100': 22, '00001111': 41, '10011000': 1, '00010000': 49, '11111110': 46, '11111101': 35, '00111111': 15, '11111001': 5, '11100001': 3, '00011111': 26, '11101111': 68, '11110111': 51, '11101011': 8, '01101111': 1, '11111000': 20, '00000010': 23, '00010001': 5, '00100000': 9, '01111111': 9, '10000000': 13, '00001100': 1, '00101011': 1, '11000001': 3, '10111111': 19, '11010000': 2, '00010100': 6, '00001110': 1, '11101101': 1, '11100111': 4, '11011001': 1, '11100011': 4, '00001011': 5, '11001111': 3, '11110011': 3, '11110101': 2, '10111011': 2, '00000110': 2, '00000101': 5, '00010011': 4, '11000111': 1, '11111010': 2, '10000100': 1, '00001001': 1, '10100000': 1, '00110111': 2, '00011110': 1, '11110001': 5, '11101000': 4, '11000110': 1, '11010010': 1, '11011110': 1, '00011000': 4, '01101100': 1, '11110100': 6, '10100100': 1, '11000011': 2, '10110111': 1, '10101000': 1, '10000011': 1, '00011011': 2, '10000001': 1, '11000100': 2, '10110000': 3, '01111110': 2, '10111100': 1, '00110000': 3, '11011011': 2, '00101000': 1, '11101110': 2, '10000111': 1, '10011111': 1}","[0.9999310922823661, 0.7708756531076357, 0.7176416047666205]","[0.7700506086115755, 0.7167837848960789]"
0,d44ujp0ccj0s7387nq4g,9,4096,"{'000000000': 2048, '111111111': 2048}","{'111111111': 2093, '000000000': 2003}","{'000000000': 1601, '111101000': 8, '000100000': 53, '111111111': 1193, '000111000': 2, '000000010': 34, '111111000': 92, '100000000': 26, '000011111': 50, '111111011': 42, '110100000': 5, '000111111': 37, '011111111': 13, '111110111': 95, '111100000': 49, '000000111': 115, '110111111': 45, '000100011': 2, '101111111': 18, '111111100': 17, '111000011': 2, '111011111': 31, '000000001': 28, '111110000': 33, '000000110': 5, '000110111': 6, '110000000': 12, '111110110': 5, '000000100': 15, '000011000': 6, '000011110': 2, '101111100': 1, '000000011': 57, '111101111': 30, '000001000': 23, '000010000': 19, '110111000': 2, '100011111': 2, '111111101': 31, '111101110': 3, '010000000': 7, '111001000': 1, '111111110': 50, '110000010': 1, '000001111': 21, '001111111': 24, '111110100': 4, '010000111': 1, '111100111': 11, '000001011': 1, '100000110': 1, '111000000': 15, '110110000': 2, '000000101': 4, '001100000': 4, '110000111': 3, '110110111': 4, '111111001': 5, '110001111': 1, '000010111': 5, '000011101': 1, '000010100': 1, '110110011': 1, '111100001': 3, '111011000': 4, '101000000': 2, '111010000': 3, '101011111': 2, '010111111': 2, '001111000': 1, '111011011': 2, '111110101': 4, '000100001': 3, '011011111': 1, '001011111': 4, '000011011': 3, '111011101': 1, '000101000': 3, '110111110': 2, '011111000': 3, '111100100': 1, '001110111': 2, '111110001': 2, '100000010': 1, '101010000': 1, '111000111': 1, '110011000': 1, '101111000': 3, '010100000': 1, '111100010': 2, '000111110': 3, '000111101': 2, '000100010': 3, '011110000': 2, '000111011': 2, '000100111': 5, '010110111': 1, '111111010': 1, '001000010': 1, '011000000': 2, '001110000': 2, '101010111': 1, '111101101': 2, '001000000': 4, '001010000': 1, '100100000': 2, '111110011': 4, '000100110': 1, '111100011': 2, '011111110': 1, '011100011': 1, '111000100': 1, '000110000': 2, '001001000': 1, '001000111': 1, '101110101': 1, '111010111': 3, '001001111': 1, '001111101': 1, '110111100': 1, '111011010': 1, '111001111': 1, '000001100': 1, '100100111': 1, '111011110': 1}","{'111111111': 1139, '000000000': 1468, '000100000': 90, '110111111': 40, '000000001': 50, '000000111': 108, '111100111': 7, '111111101': 33, '000010000': 18, '000000011': 41, '111110111': 112, '111110000': 32, '111111110': 52, '111011111': 52, '110000000': 21, '111111000': 110, '000010111': 7, '011111111': 15, '000100111': 11, '000000010': 42, '111000111': 3, '000000110': 11, '011100000': 2, '111100010': 4, '001100000': 3, '000001111': 23, '111101111': 39, '111100000': 39, '000101000': 2, '110000011': 3, '100000000': 24, '000001000': 41, '000010101': 1, '110111101': 2, '000110100': 1, '101100000': 2, '111110100': 8, '111101000': 11, '111000000': 21, '111010111': 2, '111111011': 35, '101110000': 1, '111010010': 1, '000000100': 28, '000011000': 12, '111011000': 4, '000111111': 41, '001111111': 21, '111111100': 18, '000111000': 7, '010111111': 5, '000011111': 31, '110110111': 4, '000110111': 5, '101011111': 2, '100001000': 1, '111110110': 3, '111011011': 4, '001000000': 6, '010100000': 1, '000111010': 2, '111111010': 11, '101111111': 16, '110111000': 3, '110110001': 1, '111011110': 1, '111001111': 2, '000111110': 1, '000100010': 4, '111110101': 3, '000100011': 3, '000011110': 1, '001000010': 2, '000011101': 1, '011111000': 3, '111011101': 2, '111010000': 4, '110100010': 1, '001001111': 2, '010000000': 10, '111001101': 1, '111011100': 1, '000000101': 5, '101000000': 2, '000101001': 1, '101101111': 2, '110111001': 1, '000110000': 1, '100010000': 1, '100010111': 1, '011101110': 1, '111110010': 1, '000001110': 3, '110111010': 1, '011110000': 1, '111000100': 2, '011111011': 1, '011110111': 1, '111000010': 1, '001110000': 1, '001110111': 5, '110110110': 1, '000100001': 2, '110000001': 1, '111101100': 1, '101011000': 3, '111001000': 1, '111100011': 1, '111101110': 3, '111111001': 7, '100000010': 1, '000101100': 1, '110100000': 2, '100000001': 1, '101011101': 1, '110110010': 1, '110110000': 1, '100100010': 1, '000111100': 1, '111100101': 1, '011100111': 1, '011000000': 1, '100100000': 1, '111110011': 3, '001000001': 1, '001111101': 1, '110101111': 2, '001000111': 1, '000001100': 2, '111101101': 3, '001100100': 1, '100000110': 1, '000011100': 1, '110000010': 1, '110111011': 1, '111100001': 1, '110111110': 1, '000110011': 1, '100011111': 1, '100111101': 1, '101111100': 1, '110001111': 1, '001111000': 1, '011010000': 1, '000100110': 1, '110110011': 1, '001001010': 1, '001111011': 1, '001011000': 1, '100011000': 1, '100100101': 1, '111011001': 1}","[0.9998792860224655, 0.6784728915027067, 0.6339302971754255]","[0.6772970903953299, 0.6329716332959201]"
0,d44ujpgccj0s7387nq5g,10,4096,"{'0000000000': 2048, '1111111111': 2048}","{'0000000000': 2108, '1111111111': 1988}","{'0000000000': 1644, '1101111111': 32, '1111111111': 1284, '0000000111': 30, '0001000011': 1, '1111111100': 32, '0000001111': 46, '0001001100': 1, '1111111000': 5, '0001111111': 34, '0000010000': 33, '0000000011': 31, '1111110000': 38, '0000000001': 93, '1111111011': 30, '1111101111': 59, '1011111111': 19, '0000000100': 34, '0000011110': 5, '1011101111': 3, '1110111111': 62, '0001000000': 30, '0011111111': 25, '0011100000': 2, '0100000000': 7, '0000111111': 33, '0111111011': 2, '0001010100': 1, '1111000000': 48, '1110001111': 3, '1100000000': 21, '1111110111': 17, '0000011111': 41, '1101111100': 2, '1111011111': 43, '0011101111': 1, '1111001000': 1, '0000001000': 4, '1100000001': 4, '1111111101': 26, '1110000000': 18, '1111100000': 22, '0010000000': 6, '1111011110': 2, '1111011011': 2, '0001101111': 2, '1110111011': 5, '0000000101': 4, '1111101100': 3, '1110111100': 2, '1111111110': 39, '0001000001': 2, '0010101111': 1, '0001111011': 3, '1100111111': 4, '0000101111': 2, '1111000001': 4, '0111111111': 11, '1010000000': 1, '1110011111': 1, '0001011111': 5, '0000100000': 6, '1111101110': 3, '1110001011': 1, '1101000000': 5, '1000000000': 9, '1000000001': 3, '0001111100': 2, '0001111110': 2, '1111100100': 2, '0011111110': 2, '1111010001': 1, '0000011011': 1, '0001001111': 2, '0000001011': 2, '1010111111': 1, '1111100111': 2, '1110000010': 1, '0001111101': 1, '0100000001': 2, '0000001101': 2, '0000001100': 4, '0000001110': 3, '0011111011': 1, '1111000011': 1, '0111100000': 1, '0101111111': 1, '0111110000': 2, '1111001111': 5, '1100010000': 1, '1111111001': 2, '1011111110': 2, '1110000001': 5, '1110110111': 2, '0011001100': 1, '0000010001': 1, '1000111111': 2, '0000111100': 1, '1101111011': 1, '0000000010': 4, '1101011111': 1, '1111101101': 1, '1111010000': 3, '1011011111': 1, '1101111000': 1, '0000100111': 1, '1111111010': 1, '0000000110': 1, '0011000000': 1, '0001000111': 2, '0010111111': 2, '1111100011': 1, '1111110011': 2, '0000100011': 1, '1010000100': 1, '1110101111': 1, '1111110100': 1, '1110100011': 1, '0000111011': 1, '0000011000': 1, '1101101111': 2, '1001111111': 1, '1110001000': 1, '1110100100': 1, '1111011100': 1, '0000010111': 2, '0000111101': 1, '0000110111': 1, '0000011101': 1, '0101000000': 1, '1111000010': 1, '0100001110': 1, '0010001111': 1}","{'0001000000': 58, '0000000000': 1540, '0000000001': 108, '1111101111': 98, '1111111111': 1178, '1111111100': 27, '1110111001': 1, '1111011111': 52, '0000000011': 32, '1111111000': 8, '1000000100': 2, '1110111111': 54, '0001111111': 33, '1111000000': 58, '0000000100': 44, '1110000000': 18, '1111111110': 63, '1100000000': 28, '1111011100': 2, '0000000111': 32, '0000011111': 19, '1011111101': 1, '1111111011': 36, '1111000001': 4, '1111011011': 2, '0000010000': 71, '0000000010': 21, '1111001111': 4, '0000100000': 12, '0111111111': 17, '1110111110': 7, '0001100000': 4, '0010000000': 4, '1111110111': 17, '1000000000': 7, '0000111111': 31, '1111100000': 22, '1011111111': 19, '0111100111': 1, '1111110000': 19, '1111000110': 1, '0000011000': 3, '0000001111': 42, '0011111111': 22, '0001000111': 1, '0100000000': 7, '1100000100': 2, '0000001100': 4, '1101111111': 18, '1111100111': 4, '1111000011': 3, '1111101010': 1, '1110011111': 1, '0100000101': 1, '0000000101': 5, '0000010110': 1, '0001000110': 1, '1111111101': 33, '1111111010': 4, '1111100011': 1, '0000001000': 12, '0001010000': 7, '1100000001': 3, '1111101011': 3, '1111010000': 5, '1101111110': 2, '1110100000': 3, '1110010000': 4, '1111110001': 3, '0000110111': 1, '0000101111': 6, '1110000101': 1, '1111110011': 1, '1111110101': 2, '0000011110': 2, '0001000001': 3, '1111100101': 1, '0111111011': 1, '0000000110': 3, '1000011111': 1, '1010111111': 1, '1011000000': 1, '1111001011': 2, '1110101111': 5, '0000010001': 5, '0000111110': 3, '1010101111': 1, '1100000101': 1, '0000100001': 1, '1010000000': 1, '0000010100': 3, '1111101101': 2, '0001101111': 1, '0001000100': 2, '0000010111': 2, '1100010000': 2, '1111000100': 4, '0001011111': 4, '0000010010': 1, '1110010011': 1, '1000001111': 1, '1111110010': 1, '0011101111': 4, '0000100100': 2, '1101100100': 1, '0000011100': 1, '1111011110': 5, '1111101110': 4, '0000001011': 3, '1110111011': 2, '0011001110': 1, '0011000000': 1, '1101000000': 1, '1111100110': 1, '0000111100': 1, '1111101000': 2, '1110110000': 2, '1111110100': 1, '0000001101': 3, '0000001001': 2, '1101101111': 1, '0001001111': 1, '1000000001': 1, '0111111110': 1, '0000100111': 2, '0000111101': 1, '0001110000': 2, '1110011011': 1, '0111000000': 3, '1111000010': 1, '1111100001': 2, '1001000000': 2, '1001111111': 1, '0000011101': 1, '0001011110': 1, '0001010100': 1, '0000110000': 1, '0011111000': 1, '0111101111': 1, '0011011011': 1, '0000011011': 2, '0000010011': 1, '0011111101': 1, '1011101111': 1, '0011111011': 1, '1101011101': 1, '0001100011': 1, '1100011111': 1, '1101100000': 1, '1111110110': 1, '0111011111': 1, '1111010111': 1, '1111011101': 1, '0001001100': 1}","[0.9997853772158692, 0.7121319062054805, 0.660618339917252]","[0.713267108823716, 0.6617718034533571]"
1,d44ujq0oftds73c7rq4g,7,4096,"{'0000000': 2048, '1111111': 2048}","{'1111111': 2012, '0000000': 2084}","{'1111111': 1547, '0000000': 1824, '1110111': 52, '0000010': 49, '1111000': 39, '0001000': 37, '0011111': 30, '1101111': 46, '1111110': 80, '1110000': 26, '0000111': 40, '0000001': 41, '1111101': 26, '0000011': 37, '0001101': 1, '1111011': 36, '1000000': 12, '0000101': 1, '0100000': 2, '0101111': 1, '0010010': 1, '1100010': 1, '1110001': 1, '0001110': 3, '1100000': 27, '0000100': 6, '0001111': 46, '1001101': 1, '1011111': 22, '0000110': 5, '1111100': 8, '1101110': 1, '1100001': 1, '0111111': 14, '0010000': 4, '0001011': 3, '1100110': 1, '1100111': 2, '1110101': 1, '1110100': 2, '1110011': 1, '0001010': 1, '1000001': 1, '1101011': 1, '0111110': 1, '0011001': 1, '0111100': 1, '1111001': 1, '1100011': 2, '0011110': 1, '0010111': 1, '1011110': 1, '1111010': 3, '0111101': 1, '1011101': 1, '1110110': 1}","{'0000000': 1782, '1111111': 1538, '1110111': 84, '0001111': 38, '1011111': 17, '1101111': 29, '1111101': 31, '0000011': 40, '1111000': 36, '0001000': 45, '1111110': 72, '0011000': 1, '0011111': 28, '1111011': 26, '0000111': 37, '0000100': 14, '0010000': 9, '0000010': 63, '0100000': 2, '0000001': 46, '1110000': 28, '0000110': 2, '0001001': 1, '1100000': 31, '1111100': 20, '1110100': 4, '1110101': 2, '1011011': 3, '1101110': 4, '1110011': 5, '0101111': 1, '0011101': 1, '0111111': 14, '0001010': 4, '1110110': 3, '0111101': 1, '1000000': 7, '0011110': 2, '1001111': 2, '0001100': 3, '1100100': 1, '1100011': 2, '1111001': 2, '1101000': 1, '1111010': 2, '0001011': 1, '1101011': 1, '0001110': 1, '0100010': 1, '0000101': 1, '0010111': 2, '1100001': 1, '1000010': 1, '1110001': 1, '0111000': 1, '1010111': 1}","[0.9999227464122543, 0.821606442405718, 0.8094508782487749]","[0.8221374553844653, 0.8099119971337146]"
1,d44ujqgccj0s7387nq70,8,4096,"{'00000000': 2048, '11111111': 2048}","{'00000000': 2014, '11111111': 2082}","{'00000000': 1806, '11111111': 1426, '11111110': 47, '11111101': 18, '11110111': 37, '00111111': 24, '00000011': 51, '11111011': 60, '01111111': 15, '11110000': 64, '11111100': 29, '00000100': 45, '01111011': 1, '11000000': 19, '10110001': 2, '01000000': 11, '11011111': 22, '00001111': 31, '00000001': 68, '11101111': 50, '10000000': 11, '00011111': 32, '11100001': 2, '10111111': 19, '11011011': 1, '11010000': 3, '11100000': 23, '11000001': 2, '00010000': 42, '00000111': 32, '00010111': 4, '11011100': 1, '11111000': 20, '01111101': 2, '11110100': 1, '11110101': 2, '11111010': 3, '10000001': 1, '11110110': 3, '00000010': 10, '00100000': 4, '00010001': 1, '11010111': 2, '10000011': 1, '10110000': 1, '00000101': 3, '00001000': 5, '11001111': 2, '10111100': 1, '11010011': 1, '00010100': 2, '00000110': 2, '00110000': 1, '11101011': 3, '01111100': 1, '11100100': 1, '01100000': 1, '11100111': 1, '01110000': 2, '00011000': 1, '00011011': 1, '11110011': 1, '11101101': 1, '11101100': 1, '00001011': 3, '00010011': 2, '00001110': 2, '11110001': 3, '01000100': 1, '11111001': 2, '11101110': 1, '00001100': 1, '01101111': 1}","{'00000011': 48, '00000000': 1630, '11111011': 93, '11111111': 1355, '00000100': 88, '01111111': 23, '11111010': 8, '01110111': 2, '11111000': 20, '00000001': 91, '00010000': 67, '00111111': 28, '00000010': 22, '01000100': 2, '11011011': 2, '11111100': 33, '11000000': 22, '00000111': 29, '11101111': 63, '00001100': 1, '00011011': 4, '11100000': 29, '00011000': 2, '10111111': 30, '11101011': 3, '11011111': 24, '10000000': 6, '11110000': 69, '11111110': 50, '00001111': 39, '11111101': 32, '00111101': 1, '11100111': 1, '00001000': 17, '10101111': 1, '11111001': 2, '00000101': 5, '11110111': 35, '00001011': 1, '10111110': 2, '11001111': 2, '00110000': 3, '00111011': 3, '00101111': 3, '11100100': 3, '00011111': 29, '00000110': 3, '01101011': 1, '11000100': 3, '00010100': 3, '11110011': 9, '11110100': 7, '11000111': 3, '01000000': 8, '01011111': 1, '00001110': 1, '10111011': 1, '01101000': 1, '00100000': 4, '00010011': 2, '00010001': 1, '11110110': 2, '00001101': 1, '00011100': 1, '11010000': 4, '11100001': 1, '00001001': 1, '00111110': 1, '11000001': 1, '11100011': 1, '11110101': 3, '01111110': 1, '00010111': 1, '00101000': 1, '00011110': 1, '11110001': 2, '11000010': 1, '10101101': 1, '11101100': 1}","[0.9999310922823661, 0.7863260681767733, 0.7272101443442066]","[0.7855019807928726, 0.7266028373051353]"
1,d44ujr0oftds73c7rq60,9,4096,"{'000000000': 2048, '111111111': 2048}","{'111111111': 2093, '000000000': 2003}","{'000000000': 1609, '000000111': 107, '111110111': 97, '111111111': 1243, '111111000': 91, '110000010': 1, '111111011': 33, '000000010': 38, '111101111': 38, '011110111': 2, '000100000': 64, '110111111': 19, '111111110': 50, '000001001': 2, '000111111': 36, '001000000': 8, '110000000': 28, '111111100': 25, '111111101': 36, '111000111': 1, '000000011': 45, '111110100': 3, '000011111': 43, '000100010': 2, '111100000': 43, '111111001': 7, '000001000': 21, '111100011': 3, '111111010': 6, '111011111': 29, '000110111': 5, '111011000': 4, '111101000': 4, '111110001': 4, '000101100': 1, '001001100': 1, '001111111': 22, '111110110': 3, '111100010': 1, '111110011': 9, '101111111': 11, '000000001': 24, '011111111': 17, '100000000': 17, '000010100': 1, '111110000': 27, '111011110': 2, '000001111': 25, '111000000': 15, '000001100': 2, '000011011': 1, '001110111': 2, '110000011': 2, '001101111': 1, '111100111': 6, '001001111': 1, '111101011': 1, '000101110': 2, '100010100': 1, '110100000': 3, '000101111': 4, '111001111': 1, '100000111': 2, '000000100': 16, '000100001': 1, '110001111': 1, '000100111': 7, '000010011': 1, '000011000': 5, '000111011': 2, '000010000': 16, '010111111': 1, '101111011': 1, '000010111': 4, '011000010': 1, '101110111': 2, '000000110': 4, '000110101': 1, '111110010': 4, '000111100': 1, '000111101': 1, '000101000': 2, '011100000': 1, '010000000': 5, '110111101': 1, '000111000': 6, '000110000': 1, '101111000': 1, '010000011': 1, '000011110': 2, '000111110': 2, '101000000': 1, '110000001': 1, '111011010': 1, '111000100': 1, '111010111': 1, '111110101': 2, '101100000': 1, '110111110': 2, '100111000': 1, '001011000': 1, '111000010': 1, '001000001': 1, '000000101': 4, '001011111': 1, '100111111': 3, '001100010': 1, '011111101': 1, '011011111': 1, '001111000': 2, '111010000': 1, '000001110': 1, '010011111': 1, '010111110': 1, '010011101': 1, '011000000': 2, '100100000': 1, '001111110': 1, '111101100': 1, '111101101': 1, '001101110': 1, '001111010': 1, '101110101': 1, '101111110': 1, '110010000': 1, '001100000': 1, '011111000': 1, '010100000': 1, '100011111': 1, '000100011': 1, '011011000': 1, '000001101': 1, '110011111': 1, '110110111': 1, '001000111': 1}","{'111111110': 54, '111111111': 1188, '000000000': 1484, '000000111': 116, '000000001': 51, '100000000': 22, '111110110': 6, '000100000': 91, '111111000': 85, '000001000': 35, '001111111': 22, '111100000': 40, '000000010': 69, '001000000': 9, '000000011': 51, '101111111': 16, '000100011': 6, '110000111': 2, '111101111': 35, '111111101': 40, '111110111': 95, '110000000': 16, '000001101': 1, '000100010': 4, '111110100': 2, '000000100': 13, '111100010': 3, '111111010': 8, '111101000': 5, '111111011': 34, '101000000': 2, '000111111': 38, '111011111': 45, '001111100': 1, '111011011': 1, '011111111': 13, '000000110': 8, '111111100': 20, '100011000': 1, '111001000': 1, '000010111': 8, '110111111': 28, '010000000': 12, '010111110': 1, '000010000': 18, '000011111': 37, '111010011': 1, '100000001': 1, '110111101': 3, '110100000': 5, '011100100': 1, '111110000': 28, '110011111': 1, '000100001': 4, '011111101': 2, '111110101': 4, '110111000': 2, '000011000': 7, '000001111': 20, '111000000': 20, '111101001': 1, '000100111': 4, '001110111': 3, '111100111': 6, '000110111': 6, '101111000': 1, '000111000': 1, '111110011': 3, '111101011': 4, '001110000': 1, '110111011': 2, '101111011': 2, '100000111': 2, '011100000': 2, '101111001': 1, '011111100': 1, '111001110': 1, '000101111': 4, '101110111': 3, '110000010': 2, '110010000': 1, '111011100': 1, '111101101': 2, '111011000': 1, '111100001': 2, '111110001': 2, '000100101': 1, '000001110': 1, '010011111': 2, '000001001': 4, '000100100': 2, '001011111': 2, '000001011': 3, '111111001': 6, '011000111': 2, '001100000': 3, '100000011': 2, '010001000': 1, '000110000': 1, '011011111': 1, '111100011': 2, '101000010': 1, '000101000': 2, '000011010': 1, '100010000': 1, '110011011': 1, '011111011': 2, '000000101': 3, '111001011': 1, '010111000': 1, '111001111': 1, '000011110': 2, '111010000': 2, '001101000': 1, '111010111': 1, '101011111': 1, '010111111': 4, '100101000': 1, '111100110': 1, '010000011': 1, '110001000': 1, '000110101': 1, '000011100': 3, '100111000': 1, '010000111': 1, '001011110': 1, '110110111': 2, '100111111': 2, '011100111': 1, '110011000': 1, '000001010': 1, '100011111': 1, '001101111': 1, '110111110': 2, '111001010': 1, '000111110': 1, '111000010': 1, '111000011': 1, '111101110': 2, '100101111': 1, '000001100': 1, '110101111': 1, '000101101': 1, '101100000': 1, '000101011': 1, '100000101': 1, '011110000': 1, '111110010': 1, '101101111': 1, '010000110': 1, '011110101': 1, '011110111': 1, '100000010': 1, '101100111': 1}","[0.9998792860224655, 0.6934103921317256, 0.6503362035462722]","[0.6923453468015274, 0.6494640073469168]"
