iteration,job_id,Qubit,shots,ideal_counts,simulated_counts,no_dd_counts,dd_xx_counts,dd_xpxm_counts,hellinger_fidelity(ideal),hellinger_fidelity(simulated)
0,d4lnl1l74pkc73887060,7,4096,{'1111111': 4096},{'1111111': 4096},"{'1111110': 240, '1111111': 3171, '1110111': 103, '1101111': 31, '1111001': 20, '1111100': 29, '1001110': 10, '1111101': 96, '1100111': 7, '1110110': 23, '0111111': 58, '1111011': 47, '1011111': 92, '1011110': 17, '0011111': 13, '1110011': 26, '1110010': 11, '1111000': 9, '1010111': 7, '1101110': 9, '1100011': 2, '1011101': 7, '1101000': 2, '0011110': 4, '1001111': 7, '1101001': 1, '0101110': 2, '1100110': 7, '1111010': 7, '0100110': 1, '0111010': 1, '0110111': 3, '1000111': 1, '1110101': 4, '0001110': 1, '0111110': 11, '0001111': 1, '0101111': 1, '1101101': 2, '1010110': 3, '0000111': 1, '1001001': 1, '0010111': 1, '1011010': 1, '1011001': 2, '1110000': 1, '1110001': 1, '1100010': 1}","{'1111111': 3208, '1111110': 222, '0111111': 77, '1111100': 39, '1110011': 18, '1111101': 89, '1101111': 48, '1100110': 6, '0111101': 3, '1110111': 93, '1100011': 2, '1111010': 23, '0101101': 1, '1110100': 4, '0011110': 6, '0111110': 5, '0011111': 9, '1111000': 10, '1111001': 27, '1011111': 53, '1110010': 9, '1111011': 55, '1011110': 11, '1110110': 19, '0110111': 3, '1001111': 9, '1100111': 9, '1101110': 6, '1010111': 3, '1011011': 3, '1101011': 1, '1001000': 1, '1110101': 5, '1011101': 2, '1100101': 1, '1000110': 2, '1101101': 1, '1001110': 2, '0111001': 1, '1010110': 1, '0110010': 1, '0011101': 1, '1011010': 2, '1010100': 1, '1110000': 3, '1101100': 1}","{'1110110': 14, '1111111': 3172, '1111101': 116, '1011111': 56, '1111011': 50, '1110111': 115, '1111110': 205, '1101111': 55, '1001111': 11, '0111111': 53, '1011110': 14, '1101101': 2, '1011100': 1, '1100110': 14, '1111100': 36, '1111010': 28, '1110011': 17, '1100111': 13, '1111001': 25, '1110010': 12, '1111000': 16, '0110111': 4, '0011110': 7, '1110100': 5, '1100010': 1, '0111101': 3, '0011111': 10, '1001110': 3, '1110001': 2, '0111110': 5, '1000111': 1, '1001000': 1, '1110101': 2, '0010111': 2, '1101110': 6, '0110001': 1, '1010111': 1, '0100111': 1, '0101111': 1, '1100011': 1, '1101001': 1, '0111001': 1, '0001111': 1, '1100101': 1, '1011101': 3, '1101010': 2, '0110101': 1, '1110000': 2, '0001110': 1, '1101011': 1}","[1.0, 0.774169921875, 0.783203125, 0.7744140625000001]","[0.774169921875, 0.783203125, 0.7744140625000001]"
0,d4lnl2c3tdfc73dpljgg,8,4096,{'11111111': 4096},{'11111111': 4096},"{'11111111': 3091, '11111110': 278, '11111011': 39, '11111101': 95, '11111100': 34, '10111110': 16, '11001111': 9, '11110111': 109, '11011111': 51, '11111010': 32, '00111110': 7, '11100110': 17, '11110110': 45, '01111110': 11, '11001110': 9, '10111111': 29, '00111100': 1, '11101111': 38, '11111000': 8, '10011110': 10, '11111001': 8, '01110111': 4, '11011110': 16, '01111111': 51, '11110010': 14, '10011111': 4, '11100111': 10, '11010111': 7, '11110101': 4, '11100101': 1, '11110011': 14, '10111100': 1, '01111100': 1, '11001101': 1, '10110110': 2, '00111111': 3, '10101110': 1, '11110000': 1, '11101100': 1, '11100100': 2, '11101110': 3, '01111101': 4, '01110110': 1, '11000111': 1, '01011110': 1, '01011111': 2, '11011101': 1, '01100111': 2, '11110100': 1, '11010110': 1, '11110001': 1, '11011001': 1, '00011010': 1, '11011010': 1}","{'11111111': 3109, '11111011': 44, '11110111': 108, '01111111': 68, '11111101': 103, '11111100': 38, '11111000': 14, '11111010': 22, '10011111': 7, '11111110': 192, '11011111': 59, '11100111': 12, '11101101': 3, '10111111': 37, '11100110': 24, '11101111': 35, '10011100': 1, '10011001': 1, '11001111': 7, '11111001': 23, '11011110': 8, '11001110': 7, '11101110': 6, '11110110': 36, '11110011': 22, '01111110': 25, '01011111': 1, '11110010': 11, '11101011': 1, '11110100': 3, '10011110': 6, '11110000': 3, '10111101': 2, '01110111': 1, '01110011': 1, '11100000': 1, '01100110': 2, '11011101': 3, '10000110': 1, '10111110': 7, '01011110': 2, '00100111': 1, '11110001': 1, '01111011': 1, '11110101': 5, '01111100': 1, '00111111': 5, '01110000': 1, '10101110': 1, '11100010': 1, '11100101': 1, '11100100': 1, '10111100': 2, '10110111': 2, '11010111': 3, '11011001': 1, '10101111': 2, '01101110': 1, '10110110': 2, '00111101': 1, '10011101': 1, '11010110': 1, '10000111': 1, '11000111': 1, '10111011': 1, '11010101': 1, '10000011': 1}","{'11111111': 3037, '01111111': 75, '10111111': 50, '11111110': 212, '11110111': 112, '11101111': 29, '11111001': 36, '11111101': 100, '11011111': 78, '11111100': 30, '11011110': 10, '11111010': 30, '11001111': 16, '11110110': 27, '11001110': 7, '11110100': 3, '11110010': 11, '00111111': 3, '11101011': 2, '10011101': 2, '11111011': 44, '10001111': 1, '01111110': 22, '11010111': 4, '11100101': 2, '11111000': 17, '11110011': 17, '00011011': 1, '10011111': 13, '10011110': 9, '11011100': 1, '11100100': 1, '11100111': 8, '10111110': 8, '11100110': 16, '00111110': 2, '01110111': 2, '01111010': 1, '01110110': 1, '01111011': 2, '11010110': 4, '11101110': 13, '11001100': 2, '00011111': 3, '11011001': 1, '01011110': 2, '11011011': 1, '01101001': 1, '11110000': 2, '10100110': 1, '11100011': 1, '11110101': 2, '01100110': 1, '01101110': 1, '11000010': 1, '11101010': 1, '01111001': 2, '10110110': 1, '01111101': 3, '11101101': 3, '11010100': 1, '01101111': 1, '10010110': 1, '10110111': 2, '11100010': 1, '10000110': 1, '01110010': 1}","[1.0, 0.754638671875, 0.7590332031250001, 0.741455078125]","[0.754638671875, 0.7590332031250001, 0.741455078125]"
0,d4lnl2s3tdfc73dpljhg,9,4096,{'111111111': 4096},{'111111111': 4096},"{'111111111': 2852, '111110111': 58, '101111111': 61, '111110010': 15, '110111111': 67, '001111111': 10, '111111101': 81, '011111111': 81, '101111110': 60, '111111010': 13, '111011111': 64, '111110110': 18, '111111011': 34, '111111110': 330, '011111110': 9, '110111110': 16, '111001110': 7, '111110100': 2, '110011110': 20, '100111111': 8, '111110011': 23, '111001111': 6, '111011110': 15, '111101110': 11, '111101111': 29, '111111100': 24, '111111000': 14, '100111110': 8, '111101010': 1, '011110011': 1, '011011110': 2, '111111001': 14, '110011111': 32, '001111110': 15, '101111010': 1, '001110111': 1, '111110000': 2, '101110110': 1, '101011111': 2, '101111100': 2, '111100111': 11, '100111101': 1, '111100110': 9, '111101101': 2, '011111000': 1, '111000011': 1, '110000111': 1, '111010010': 1, '111011011': 2, '011110010': 1, '111110101': 2, '011011111': 3, '001011110': 1, '010110110': 1, '111011001': 2, '011110110': 1, '111000111': 2, '110111011': 1, '111010111': 2, '011111001': 1, '111000110': 2, '011001111': 1, '110111100': 1, '101111000': 2, '011111100': 1, '011111101': 3, '100011111': 1, '100011110': 1, '110110110': 2, '111100010': 1, '110111101': 2, '110110010': 1, '111011000': 1, '110110011': 1, '011110111': 3, '111001010': 1, '011010111': 1, '101111011': 1, '111010011': 1, '110110111': 2, '011101111': 2, '011100110': 1, '101011110': 1, '110111010': 1, '111010100': 1, '110010110': 1, '010011110': 1, '010011111': 1, '110000110': 1, '101111101': 1}","{'111111111': 2943, '111111101': 93, '110111111': 41, '111010011': 1, '111110111': 66, '110111110': 17, '111011110': 14, '001111111': 24, '111111011': 54, '111111110': 235, '111110011': 22, '100111110': 3, '111001110': 10, '110011111': 14, '111111100': 39, '111110010': 21, '111111010': 21, '011111110': 19, '110011110': 6, '111111001': 38, '101111111': 47, '011111010': 1, '110111010': 4, '101111110': 20, '111011111': 72, '101111001': 3, '111011101': 2, '111100010': 1, '111011011': 3, '001111110': 10, '111001111': 19, '111110101': 6, '011111111': 50, '111100110': 10, '111111000': 20, '100111100': 1, '111110001': 2, '111101111': 31, '100111111': 10, '011111011': 2, '011111000': 3, '101101111': 1, '001110111': 3, '111110110': 17, '010111110': 2, '011110110': 1, '110101111': 1, '011111101': 4, '111110000': 5, '010011111': 1, '011110010': 1, '111100111': 7, '011100011': 1, '100100110': 1, '111000110': 2, '101111010': 1, '111101110': 4, '001110010': 2, '001111101': 1, '110111011': 1, '111001000': 1, '110000111': 2, '111010110': 2, '011110111': 1, '001000010': 1, '011110101': 1, '011101111': 1, '101110110': 1, '110110110': 1, '111101010': 1, '101111101': 1, '010011110': 1, '100011110': 1, '101101110': 1, '110111101': 1, '000111111': 1, '001011111': 1, '011011111': 2, '011111100': 1, '100110011': 1, '101011111': 2, '100011111': 3, '111011100': 1, '101011001': 1, '100101111': 1, '110011101': 1, '010111111': 1, '011100110': 1, '111011010': 1, '101111011': 2, '111100101': 1, '111010010': 1, '100111101': 1, '101111100': 1, '111110100': 1}","{'111111010': 17, '111111111': 3001, '111111011': 46, '111110111': 74, '101111111': 48, '111111101': 94, '110011110': 7, '111100111': 8, '111111110': 232, '111011111': 64, '011110110': 2, '110011111': 14, '111100110': 14, '011111111': 51, '110111111': 41, '111111001': 35, '111001110': 6, '100111111': 7, '111101111': 26, '011111110': 20, '111110000': 2, '111101101': 2, '111011110': 11, '001111111': 26, '111110010': 14, '111001011': 3, '111111100': 42, '110111110': 21, '100011111': 2, '111110110': 16, '111110101': 5, '101111011': 1, '111111000': 22, '011011111': 1, '101111110': 10, '001110111': 1, '100111110': 5, '111110011': 23, '001111110': 7, '111101110': 6, '010111110': 1, '111001111': 10, '111110001': 6, '110011001': 1, '111101100': 1, '110111011': 1, '001111101': 1, '000011110': 1, '111101011': 1, '111010111': 2, '110111010': 1, '011111100': 1, '110110011': 2, '111001000': 2, '110111101': 1, '011110010': 1, '111000110': 2, '001001110': 1, '100011110': 1, '111000111': 2, '011110111': 2, '011111001': 1, '110011010': 1, '111010010': 1, '111011100': 1, '111011001': 1, '111110100': 2, '111101001': 1, '111000011': 1, '011111011': 2, '110100110': 1, '010111111': 1, '010011110': 1, '011111101': 1, '111011101': 2, '110111000': 1, '111010001': 1, '011100110': 1, '011101111': 1, '111100011': 1, '110011011': 1, '101110111': 1, '111010101': 1, '111011010': 1, '110100111': 1, '111011011': 1}","[1.0, 0.6962890625000001, 0.7185058593750001, 0.732666015625]","[0.6962890625000001, 0.7185058593750001, 0.732666015625]"
0,d4lnl390i6jc73dg00f0,10,4096,{'1111111111': 4096},{'1111111111': 4096},"{'1111111111': 2613, '1111111110': 443, '1111111101': 92, '1101111111': 56, '1110111111': 65, '1111111011': 30, '0111111101': 3, '1011111111': 35, '0101111111': 5, '1110011111': 6, '0111111111': 74, '1111100110': 17, '1111110111': 96, '1111011111': 70, '1111101110': 8, '1111011010': 3, '1001111111': 9, '1111011110': 22, '1001111110': 9, '1111101111': 32, '1111111100': 33, '0111100111': 1, '1111011100': 1, '1101111110': 32, '1100111111': 15, '0111111110': 15, '1111110011': 29, '1111010000': 1, '1100111110': 15, '1111111010': 12, '1111111001': 14, '1111110010': 16, '1111101010': 1, '1100001111': 1, '1111110110': 28, '1100000110': 1, '1111011011': 1, '0111011110': 3, '1110111110': 19, '1101110110': 3, '1110111001': 1, '1100111010': 1, '1111111000': 11, '1010111110': 2, '1111001111': 10, '1100111001': 1, '0111110100': 1, '0011111111': 5, '0011111110': 1, '1111100111': 9, '1110011110': 8, '1011110110': 2, '1100110110': 3, '0001111111': 2, '1011011110': 1, '1011101111': 1, '1111110100': 3, '1111110000': 2, '1111000111': 3, '1101110111': 5, '1110111011': 1, '1111110001': 2, '0111110110': 3, '1100011111': 1, '1110100111': 1, '0111111010': 1, '1111001110': 5, '0111110011': 1, '1100011110': 1, '1011111110': 15, '1100000011': 1, '1011111011': 1, '1011111101': 3, '1101110011': 1, '1111010111': 2, '0111011111': 2, '1100111011': 1, '1101010011': 1, '1001110110': 1, '1110111101': 2, '0111100110': 1, '1111011101': 4, '1101011111': 1, '1110110111': 1, '1101011110': 2, '0101111110': 2, '1101001110': 1, '1110111010': 1, '1111110101': 1, '0110111111': 1, '1001110101': 1, '0111110111': 5, '1011110100': 1, '1111100101': 1, '1110101111': 1, '1101111010': 2, '0110111110': 1, '0111101111': 1, '1111001101': 1, '1101111101': 2, '1100110010': 2, '1011111010': 1, '1000111101': 1, '0100111010': 1, '1100010110': 1, '0111111001': 1, '0111111100': 2, '1011011011': 1, '1100111101': 1, '1110101011': 1, '1111000010': 1, '1101111100': 1, '1110100110': 1, '1011011111': 1, '0110011110': 1, '0111111011': 1}","{'1111111111': 2807, '1111111110': 230, '1111111000': 19, '1110111110': 17, '1111110111': 88, '1111111101': 87, '1011111111': 42, '1101100110': 1, '1111111001': 20, '1111110110': 17, '1110111111': 59, '0111111111': 88, '0111111011': 3, '1111001111': 24, '1111010111': 3, '1111100111': 16, '1110101011': 1, '1111110011': 23, '1101111111': 56, '1111101111': 23, '1111011111': 52, '1111111100': 45, '1110011111': 18, '0101111110': 3, '1111111011': 35, '1100111111': 16, '0011111111': 4, '1111100110': 19, '1111110010': 26, '1101011111': 3, '0111100010': 1, '1101110111': 1, '1011111110': 7, '1110111011': 2, '1111111010': 34, '1111011110': 11, '0111100110': 1, '1110011110': 19, '1011111101': 2, '0011111110': 3, '1111101100': 2, '0111100111': 2, '1111110000': 4, '0111111000': 2, '1111011011': 1, '1110110110': 2, '1001110110': 1, '1111110101': 3, '1111100011': 1, '1101111110': 11, '1111001100': 2, '1100111110': 11, '1111011100': 2, '0111011101': 1, '1111100100': 3, '1111110001': 2, '1101111101': 3, '0111111110': 10, '0001111110': 5, '0101111111': 3, '1111001110': 13, '1001111110': 8, '1001111111': 7, '1001011111': 1, '1101001111': 2, '1111000111': 1, '1110010111': 1, '0001111111': 1, '1101111100': 5, '1111010110': 1, '0111110111': 1, '1111101110': 6, '1001011110': 1, '1001001110': 1, '1110001111': 1, '1110011100': 2, '1111000010': 1, '1011111100': 2, '0111001111': 1, '1011011110': 1, '1000111111': 2, '0111110011': 1, '1110111100': 1, '1101101111': 3, '1111001011': 1, '1100111001': 1, '1111011010': 1, '1100111100': 1, '0111011111': 3, '0111111101': 3, '1100110111': 1, '1011011111': 1, '1101001110': 1, '1100011111': 2, '1111100010': 1, '1010111110': 1, '1111100001': 2, '0110111110': 1, '1110110111': 3, '1110011101': 1, '1111011101': 1, '1111001010': 1, '1110010011': 2, '1111100101': 1, '1101110110': 1, '1001111100': 1, '0110011110': 1, '0111110110': 1, '1110011001': 1, '1100001111': 1}","{'1111111111': 2824, '1101111111': 59, '1111111110': 208, '1111111101': 98, '1111110111': 84, '1110111111': 67, '1111101111': 31, '1111111011': 45, '0111110111': 3, '1001111111': 14, '1110011110': 12, '1100111110': 10, '0111111111': 83, '1111110011': 21, '1111101110': 11, '1111111100': 39, '1111011111': 57, '1111111010': 12, '1101111110': 26, '1111100111': 25, '1111111000': 9, '1001111110': 6, '1100110111': 3, '1110111100': 1, '1110111110': 19, '1011111111': 38, '1111100110': 12, '1111110010': 14, '1111110100': 3, '1010110111': 1, '0111111110': 7, '1111101100': 1, '1100011110': 3, '0001111111': 5, '1101101011': 1, '1111111001': 18, '0111100110': 1, '1111011110': 7, '1111001110': 19, '1111001111': 17, '1111110110': 20, '0111111101': 4, '1101111011': 1, '1111011101': 1, '0101111110': 5, '0011111111': 10, '1111100100': 2, '0100111110': 1, '1110110111': 3, '0111110110': 1, '1111010011': 1, '1111000110': 1, '1101100111': 2, '1111010111': 3, '1111000100': 1, '1011110111': 3, '1011110011': 1, '1111100101': 1, '1100111111': 19, '1110010010': 1, '1101110110': 1, '1010111111': 2, '1011111110': 7, '1101001110': 1, '1001100111': 1, '0111111100': 2, '1110111101': 2, '0110111111': 3, '1111001101': 2, '1100111100': 2, '1110011111': 10, '1010111110': 1, '1101011111': 3, '0111110011': 2, '1101110010': 1, '1101111010': 3, '1011111101': 1, '1110010101': 1, '1101111100': 1, '1111110001': 3, '0111011110': 1, '1001110011': 1, '1110010110': 1, '1111110101': 5, '1111001010': 1, '1010011110': 1, '1011101111': 1, '0011111110': 1, '1111101001': 1, '1110111001': 1, '1011001100': 1, '0111101110': 1, '1111010010': 3, '1110101111': 1, '1101110111': 1, '0001110110': 1, '1111001100': 4, '1110110010': 1, '0101111111': 1, '1110111000': 1, '1111011100': 1, '0110110110': 1, '1101110011': 1, '1111100000': 1, '1111110000': 1, '1110100110': 1, '1111011011': 1, '1100111000': 1, '0101111101': 1, '0000111111': 1, '0111100111': 1, '1010100110': 1, '1111010100': 1, '0110011110': 1, '1100111001': 2, '0011001110': 1, '1001101111': 1, '1011111100': 1, '1100011111': 1, '0110011111': 1, '0111011111': 1, '1111101011': 1}","[1.0, 0.6379394531250002, 0.685302734375, 0.6894531250000001]","[0.6379394531250002, 0.685302734375, 0.6894531250000001]"
1,d4lnl410i6jc73dg00g0,7,4096,{'1111111': 4096},{'1111111': 4096},"{'1111111': 3156, '0111110': 11, '1111110': 243, '1101110': 6, '1001110': 10, '1101111': 47, '0111111': 64, '1111100': 30, '1110011': 23, '1111001': 19, '1111101': 74, '1111000': 15, '1110111': 102, '1111011': 50, '1010011': 2, '1110010': 18, '1111010': 10, '1011111': 81, '1101000': 1, '1110001': 1, '1100110': 9, '1011110': 21, '0011110': 5, '0010111': 1, '1101100': 1, '1011101': 4, '1110110': 20, '0110010': 1, '1110101': 10, '1100111': 16, '1100100': 1, '1011001': 2, '1010110': 1, '1001111': 7, '1110100': 1, '0011111': 10, '1100010': 1, '0010110': 1, '1010111': 6, '0111100': 1, '0110111': 2, '0111011': 1, '1000010': 1, '1011011': 1, '1100101': 1, '1011000': 1, '1000111': 1, '0011010': 1, '1101101': 1, '0101111': 1, '1000110': 1, '1110000': 1, '0011101': 1}","{'1111111': 3225, '1100100': 1, '1011111': 43, '1110111': 104, '1100110': 11, '1111101': 119, '1111010': 14, '1111100': 41, '1100010': 1, '0111111': 47, '1111011': 48, '1111110': 212, '1100111': 17, '1011110': 10, '0011111': 12, '1110110': 18, '1111001': 18, '1101111': 49, '1001110': 5, '1101110': 6, '1110101': 4, '0111101': 2, '1110010': 15, '1111000': 15, '1100101': 1, '1101011': 3, '0111110': 6, '1001011': 1, '1011101': 3, '1010110': 1, '1110011': 9, '1000111': 3, '1101101': 3, '1110001': 1, '1001111': 9, '1001001': 1, '0010110': 1, '0101111': 2, '1110000': 1, '1110100': 2, '1101010': 1, '0011110': 1, '0110110': 2, '0110111': 2, '1100000': 1, '0001110': 1, '1011001': 2, '0101110': 1, '1010111': 1}","{'1111111': 3245, '1111110': 212, '1111011': 35, '1111010': 18, '1111101': 108, '0011111': 8, '1110011': 18, '1110111': 99, '0111111': 70, '1101111': 34, '1111100': 26, '1011111': 47, '1100110': 12, '1100111': 12, '1001110': 7, '1100101': 1, '1010110': 2, '0101110': 1, '1110110': 28, '1111000': 13, '1101110': 10, '1001111': 6, '1111001': 24, '0011110': 3, '0111110': 8, '0000111': 1, '1011110': 10, '0100111': 2, '1110001': 2, '1110000': 2, '1101011': 3, '1110010': 9, '0110111': 1, '1010111': 3, '0111100': 1, '1011100': 1, '1110101': 2, '1101001': 1, '0111011': 3, '0101111': 1, '0010111': 1, '0110011': 1, '1100010': 1, '0000101': 1, '1000110': 1, '0010110': 1, '1011101': 1}","[1.0, 0.7705078125, 0.787353515625, 0.792236328125]","[0.7705078125, 0.787353515625, 0.792236328125]"
1,d4lnl4l74pkc738870ag,8,4096,{'11111111': 4096},{'11111111': 4096},"{'11111111': 3076, '11111001': 19, '10111111': 26, '11110110': 31, '11111110': 259, '11110111': 101, '11111101': 102, '11011111': 78, '10111110': 22, '11111100': 42, '11111010': 23, '11111011': 32, '01111111': 53, '11001110': 12, '11011110': 20, '10010111': 1, '11010111': 5, '11011101': 2, '11110010': 16, '11101010': 1, '11101111': 24, '01111110': 13, '01001110': 1, '10011110': 8, '11111000': 11, '11110101': 5, '11101110': 5, '11110011': 16, '11100111': 12, '01111011': 1, '11100110': 17, '10011111': 6, '11001111': 8, '10101111': 1, '01100111': 1, '00111111': 2, '01111100': 2, '10110110': 2, '01100110': 1, '11100010': 2, '01110111': 1, '11001010': 1, '00111110': 8, '10100110': 1, '01101111': 1, '11011000': 1, '11110001': 5, '10111100': 1, '11101000': 1, '01110110': 3, '11011011': 1, '11010101': 1, '11110100': 1, '01011111': 1, '01111101': 1, '10110111': 1, '00110010': 1, '11001100': 1, '11010010': 1, '11101101': 1, '01011010': 1, '11001000': 1, '11100101': 1, '11010100': 1}","{'11111111': 3100, '01011110': 2, '11101111': 29, '01110111': 1, '10111111': 27, '11111110': 176, '11111001': 31, '11111101': 103, '11110011': 17, '11110111': 122, '11011111': 78, '01111110': 30, '11000111': 2, '10111110': 5, '10011101': 1, '01111111': 66, '11001111': 21, '11111100': 28, '11110101': 7, '11100010': 2, '10011110': 6, '00111111': 10, '11111010': 26, '11111000': 14, '11011001': 1, '11110010': 8, '11111011': 52, '11100110': 17, '11011110': 7, '11010111': 5, '11110001': 3, '11110110': 29, '11101110': 9, '01111101': 4, '11100111': 13, '10000110': 1, '11001110': 8, '11011101': 3, '11100001': 1, '10011011': 1, '01111100': 2, '11110100': 2, '10010111': 1, '10011111': 7, '00111110': 4, '11011011': 1, '10100110': 3, '11100100': 1, '10100111': 1, '10000111': 1, '11010110': 2, '10111001': 1, '11101000': 1, '11011100': 1, '11101101': 1, '11101010': 1}","{'11111111': 3084, '11110111': 95, '11111110': 214, '01111111': 56, '11111001': 32, '01111110': 27, '11001111': 15, '11111000': 26, '11011011': 1, '11111101': 101, '11101111': 48, '11111100': 22, '11011111': 74, '01110111': 3, '11110101': 5, '10011110': 5, '11111011': 44, '11111010': 26, '10101111': 1, '11011110': 9, '10111111': 23, '10111110': 7, '11100110': 17, '11110011': 20, '10010010': 1, '10011111': 12, '11110110': 23, '11001010': 2, '01111010': 1, '10110010': 1, '01111000': 2, '01101111': 1, '11010111': 1, '10110100': 1, '11011000': 3, '00001110': 1, '11101110': 6, '11100101': 1, '00111010': 1, '00111110': 3, '11101010': 1, '10000111': 1, '11001110': 7, '01011111': 1, '10011101': 2, '11110010': 14, '11101101': 1, '11011101': 2, '01111011': 2, '11001101': 2, '10110011': 1, '10101110': 3, '11100111': 7, '11001011': 1, '11100100': 1, '00111111': 6, '11110100': 1, '01110011': 1, '10011100': 1, '11110001': 4, '11101011': 2, '11000110': 1, '01110001': 1, '01100011': 1, '11100000': 1, '01111101': 2, '11010110': 2, '01101110': 1, '11000011': 1, '11011010': 1, '01111001': 1, '11000111': 1, '01100110': 1, '10001110': 1, '11011100': 1, '11110000': 2, '01010110': 1, '10110111': 1}","[1.0, 0.7509765625, 0.7568359375000001, 0.7529296875000002]","[0.7509765625, 0.7568359375000001, 0.7529296875000002]"
1,d4lnl543tdfc73dpljl0,9,4096,{'111111111': 4096},{'111111111': 4096},"{'111111111': 2869, '101111111': 58, '000110111': 1, '100111111': 10, '101101011': 1, '111111110': 293, '111111010': 16, '111110111': 70, '111011111': 58, '101111110': 56, '111111101': 74, '111101111': 30, '110001111': 3, '001111110': 20, '011111111': 59, '111111011': 58, '110111110': 18, '111111000': 12, '111100101': 1, '110111111': 67, '111110010': 19, '111100111': 11, '111100011': 1, '111001110': 11, '111010110': 5, '111100110': 15, '111110011': 14, '111111001': 27, '011111110': 11, '111001111': 8, '111101110': 7, '110011111': 30, '011110011': 1, '110011110': 15, '011111100': 2, '110100101': 1, '011110010': 1, '111010111': 7, '110110111': 2, '110011011': 1, '110010111': 2, '111011110': 13, '111111100': 25, '111110110': 15, '111011100': 3, '100111101': 1, '111011101': 2, '001111010': 1, '110111001': 1, '001110110': 1, '111000110': 4, '111110000': 1, '101110110': 2, '111011011': 1, '110111101': 1, '101011111': 4, '110111010': 2, '100111110': 3, '101111000': 1, '111110101': 2, '011010110': 1, '011110111': 1, '011011111': 1, '110101111': 2, '111100010': 1, '101111101': 1, '011111101': 2, '110110110': 1, '101111010': 1, '011011110': 1, '111101001': 1, '011101111': 1, '001111111': 2, '110010110': 2, '100011110': 2, '100011101': 1, '101111100': 2, '110111011': 1, '111101010': 1, '111000111': 1, '101110010': 1, '011110110': 1, '010111101': 1, '110010011': 1, '111110100': 2, '100011111': 1, '001110011': 1, '110011001': 1, '111110001': 2, '111001010': 1, '011111011': 2, '010111110': 1, '111101100': 1, '101110111': 1, '001111100': 1, '001111001': 1, '101011110': 1, '111001101': 1, '001111101': 1}","{'111111111': 2918, '111101100': 2, '111110011': 24, '111111110': 253, '111111100': 54, '111110010': 18, '111111000': 26, '111110111': 59, '001111110': 12, '111101111': 28, '111100110': 8, '110111110': 11, '111110110': 27, '111011111': 73, '101111111': 49, '111111101': 81, '111111011': 48, '110111111': 42, '001111111': 35, '110011110': 13, '111111001': 30, '111111010': 14, '111110000': 4, '100110011': 1, '111000111': 4, '111011110': 20, '100111111': 10, '100111110': 3, '110110110': 1, '111101011': 4, '000111111': 1, '011111011': 2, '111001111': 18, '011111111': 48, '110101111': 1, '110011111': 23, '111101110': 5, '111011100': 3, '011111110': 16, '011101110': 1, '111100111': 11, '111000110': 2, '111011101': 2, '111001110': 7, '111101010': 1, '001111011': 1, '111010111': 2, '001110110': 1, '101111100': 3, '111100101': 1, '111101101': 3, '001111100': 1, '101111110': 11, '111110001': 4, '111010110': 4, '111110100': 4, '011111000': 2, '101111101': 1, '010011101': 1, '110010100': 1, '001111000': 1, '100111011': 1, '111001001': 1, '100011111': 2, '011101111': 1, '110111100': 1, '101100111': 1, '011111101': 1, '101111001': 1, '101001110': 1, '101111011': 2, '100110000': 1, '111100011': 2, '100111000': 1, '111011011': 2, '001111101': 2, '011011111': 1, '001110111': 1, '010011111': 2, '110001110': 1, '111110101': 2, '101101110': 1, '111011000': 2, '101111010': 1, '110110010': 1, '001011111': 1, '111100100': 1, '110100110': 2, '111001010': 1, '110111011': 1, '110011100': 1, '011110010': 1, '110111010': 1, '110001001': 1}","{'111111111': 2960, '111110011': 28, '111011110': 20, '110011011': 2, '111111110': 264, '001111111': 28, '110111110': 23, '111111011': 60, '111111100': 45, '111111000': 24, '111111101': 84, '111110111': 61, '101111111': 44, '110011111': 18, '110011110': 21, '111010011': 1, '110111111': 34, '111011111': 69, '111110010': 19, '011111110': 16, '111001111': 14, '101111110': 14, '101011111': 2, '110110011': 1, '100111111': 11, '000111111': 1, '111111001': 33, '011111111': 28, '111101111': 40, '111110001': 3, '111010111': 3, '111011100': 2, '111100110': 8, '111100011': 2, '111110110': 16, '111111010': 15, '010011111': 1, '011101111': 1, '111100111': 13, '011001110': 1, '001111110': 7, '111000111': 2, '111110101': 1, '111101110': 3, '111001110': 5, '011110110': 1, '100110111': 1, '111110100': 4, '100111100': 1, '011101110': 1, '001111011': 1, '001111101': 1, '110011100': 1, '101111011': 2, '011111011': 1, '101001111': 2, '111101101': 2, '001001110': 1, '111011101': 4, '111000011': 1, '100111110': 1, '110101110': 1, '110010011': 1, '111011011': 1, '011111101': 1, '111101011': 2, '011110011': 1, '001001111': 1, '100011110': 1, '111010110': 1, '101111101': 1, '101100110': 1, '101110011': 1, '111110000': 2, '110011010': 1, '011110111': 1, '110111101': 2, '001111100': 1, '001100110': 1, '101110111': 1, '101111010': 1}","[1.0, 0.7004394531250001, 0.7124023437500002, 0.7226562500000001]","[0.7004394531250001, 0.7124023437500002, 0.7226562500000001]"
